date,equity,cash,positions_count,cummax,drawdown,daily_return
2026-01-27,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-28,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-29,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-30,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-02,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-03,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-04,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-05,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-06,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-09,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-10,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-11,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-12,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-13,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-24,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-25,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-26,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-02-27,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-03-02,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-03-03,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-03-04,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
