date,value,cash,return,cum_return,rolling_max,drawdown
2024-09-27,1145205.80979716,50223.80979716015,0.0737668052067253,0.14520580979715758,1179568.90979716,-0.029131913968391196
2024-09-30,1272280.6097971601,50223.80979716015,0.11096241296794296,0.2722806097971573,1272280.6097971601,0.0
2024-10-08,1390948.00979716,50223.80979716015,0.09327140497639053,0.39094800979715694,1390948.00979716,0.0
2024-10-09,1318542.70979716,50223.80979716015,-0.052054641503501475,0.31854270979715715,1390948.00979716,-0.05205464150350149
2024-10-10,1290811.30979716,50223.80979716015,-0.021031855694887636,0.2908113097971572,1390948.00979716,-0.07199169149003833
2024-10-11,1229114.70979716,50223.80979716015,-0.047796761255287756,0.2291147097971571,1390948.00979716,-0.11634748305481235
2024-10-14,1251842.20979716,50223.80979716015,0.01849095110394594,0.2518422097971571,1390948.00979716,-0.10000790757110012
2024-10-15,1220228.20979716,50223.80979716015,-0.025253981494299138,0.22022820979715707,1390948.00979716,-0.1227362912183151
2024-10-16,1202224.50979716,50223.80979716015,-0.014754371236010644,0.20222450979715711,1390948.00979716,-0.1356797656495596
2024-10-17,1198182.70979716,50223.80979716015,-0.0033619344532261897,0.19818270979715713,1390948.00979716,-0.13858555362404287
2024-10-18,1274716.00979716,50223.80979716015,0.06387448205871404,0.27471600979715705,1390948.00979716,-0.08356315202388473
2024-10-21,1283049.80979716,50223.80979716015,0.006537769931457937,0.283049809797157,1390948.00979716,-0.0775716987551063
2024-10-22,1284024.4097971602,50223.80979716015,0.0007595963871069866,0.28402440979715715,1390948.00979716,-0.07687102555011555
2024-10-23,1282873.30979716,50223.80979716015,-0.0008964782843824404,0.28287330979715697,1390948.00979716,-0.07769859062939408
2024-10-24,1271770.1097971601,50223.80979716015,-0.008654946607124847,0.271770109797157,1390948.00979716,-0.08568106008317267
2024-10-25,1287055.30979716,50223.80979716015,0.012018838846934221,0.2870553097971569,1390948.00979716,-0.07469200808961254
2024-10-28,1289312.20979716,50223.80979716015,0.001753537694006102,0.289312209797157,1390948.00979716,-0.07306944564723267
2024-10-29,1275824.9097971602,50223.80979716015,-0.010460848735871164,0.27582490979715724,1390948.00979716,-0.08276592596497413
2024-10-30,1263529.70979716,50223.80979716015,-0.009637059055348729,0.2635297097971572,1390948.00979716,-0.09160536490402778
2024-10-31,1270851.80979716,50223.80979716015,0.005794956733685019,0.2708518097971573,1390948.00979716,-0.08634125729653505
2024-11-01,1256955.50979716,50223.80979716015,-0.01093463446553855,0.2569555097971572,1390948.00979716,-0.09633178167424096
2024-11-04,1275352.60979716,50223.80979716015,0.014636238002543767,0.27535260979715703,1390948.00979716,-0.08310547855549055
2024-11-05,1317080.8097971599,50223.80979716015,0.03271895135466618,0.3170808097971567,1390948.00979716,-0.05310565131098763
2024-11-06,1315678.30979716,50223.80979716015,-0.001064854934919146,0.31567830979715694,1390948.00979716,-0.05411395643103614
2024-11-07,1354535.5097971603,50223.80979716015,0.029533967164048436,0.354535509797157,1390948.00979716,-0.026178189079338596
2024-11-08,1348361.2097971602,50223.80979716015,-0.0045582415192088055,0.3483612097971569,1390948.00979716,-0.030617104090188235
2024-11-11,1381330.4097971602,50223.80979716015,0.0244513115331757,0.3813304097971568,1390948.00979716,-0.00691442090736546
2024-11-12,1367966.60979716,50223.80979716015,-0.009674586112936367,0.36796660979715656,1390948.00979716,-0.016522112859812414
2024-11-13,1371794.4097971602,50223.80979716015,0.002798167713002675,0.3717944097971566,1390948.00979716,-0.013770176789564551
2024-11-14,1333988.1097971601,50223.80979716015,-0.027559741991943443,0.33398810979715665,1390948.00979716,-0.04095041626200413
2024-11-15,1299933.7097971602,50223.80979716015,-0.025528263520413264,0.29993370979715683,1390948.00979716,-0.06543328676481035
2024-11-18,1280164.2097971602,50223.80979716015,-0.015208083189938049,0.28016420979715684,1390948.00979716,-0.0796462550862381
2024-11-19,1301680.4097971602,50223.80979716015,0.016807375050275075,0.3016804097971566,1390948.00979716,-0.06417752451654726
2024-11-20,1312913.70979716,50223.80979716015,0.008629844864723957,0.3129137097971564,1390948.00979716,-0.05610152173220312
2024-11-21,1314494.80979716,50223.80979716015,0.001204268024777022,0.3144948097971565,1390948.00979716,-0.054964814976189526
2024-11-22,1269034.4097971602,50223.80979716015,-0.03458393267221416,0.26903440979715665,1390948.00979716,-0.08764784818792641
2024-11-25,1258659.30979716,50223.80979716015,-0.0081755860360464,0.25865930979715657,1390948.00979716,-0.09510686170023812
2024-11-26,1253604.30979716,50223.80979716015,-0.004016178135459625,0.25360430979715654,1390948.00979716,-0.09874107373720502
2024-11-27,1282274.1097971601,50223.80979716015,0.022869895848267374,0.2822741097971566,1390948.00979716,-0.0781293759612537
2024-11-28,1273402.6097971601,50223.80979716015,-0.006918567513933049,0.2734026097971567,1390948.00979716,-0.08450740011277731
2024-11-29,1295387.80979716,50223.80979716015,0.017264924565767892,0.2953878097971565,1390948.00979716,-0.06870148943520568
2024-12-02,1307196.1097971601,50223.80979716015,0.009115648542230126,0.3071961097971567,1390948.00979716,-0.060212099524994706
2024-12-03,1298717.70979716,50223.80979716015,-0.006485943414653916,0.2987177097971567,1390948.00979716,-0.06630751066925201
2024-12-04,1288913.70979716,50223.80979716015,-0.007548984606925324,0.2889137097971566,1390948.00979716,-0.07335594089881156
2024-12-05,1290262.30979716,50223.80979716015,0.0010463074368356473,0.29026230979715684,1390948.00979716,-0.0723863863284745
2024-12-06,1309485.0097971603,50223.80979716015,0.014898288397668713,0.3094850097971571,1390948.00979716,-0.05856653119039251
2024-12-09,1302989.40979716,50223.80979716015,-0.004960423335435116,0.30298940979715683,1390948.00979716,-0.06323643973783533
2024-12-10,1309498.20979716,50223.80979716015,0.004995282349235186,0.30949820979715703,1390948.00979716,-0.05855704125985108
2024-12-11,1309759.2097971602,50223.80979716015,0.00019931298725528457,0.3097592097971571,1390948.00979716,-0.05836939945141405
2024-12-12,1318692.6097971601,50223.80979716015,0.006820643010697625,0.31869260979715697,1390948.00979716,-0.05194687327712328
2024-12-13,1291050.6097971601,50223.80979716015,-0.02096167051717368,0.291050609797157,1390948.00979716,-0.07181965055226457
2024-12-16,1276095.50979716,50223.80979716015,-0.011583666733521514,0.27609550979715713,1390948.00979716,-0.08257138238887073
2024-12-17,1273116.20979716,50223.80979716015,-0.002334699853675959,0.2731162097971571,1390948.00979716,-0.08471330284816561
2024-12-18,1282637.4097971602,50223.80979716015,0.007478657428701796,0.28263740979715735,1390948.00979716,-0.07786818719111913
2024-12-19,1292046.2097971602,50223.80979716015,0.007335510354004038,0.29204620979715723,1390948.00979716,-0.07110387973050303
2024-12-20,1299054.8097971599,50223.80979716015,0.00542441899280055,0.2990548097971568,1390948.00979716,-0.06606515797337446
2024-12-23,1287941.70979716,50223.80979716015,-0.008554758364456627,0.28794170979715705,1390948.00979716,-0.07405474487505921
2024-12-24,1303329.2097971602,50223.80979716015,0.011947357464200392,0.30332920979715716,1390948.00979716,-0.06299214591980123
2024-12-25,1303073.30979716,50223.80979716015,-0.00019634333219609168,0.3030733097971572,1390948.00979716,-0.0631761211641653
2024-12-26,1312155.6097971601,50223.80979716015,0.006969907166169964,0.3121556097971572,1390948.00979716,-0.05664654569762826
